text,sentiment
"Kurosawa, fresh into color, losses sight of his usual themes of truth and perception of reality and opts for a depressing take on Tokyo's slums. Kurosawa stretches for a style that was, in my opinion, his antithesis- that is to say, I feel as if Kurosawa wanted to make an Ozu picture. Poorly paced, poorly conceived, this movie is a rare dud in this auteur body of excellent work. While Ikiru, while being mundane and depressing, was still interesting and well paced, and while Stray Dog depicted the slums and social poverty of Japan without being too heavy handed or boring, do desu ka den has all the somberness that one could expect with its content, with none of the redeeming qualities of earlier Kurosawa pictures.Be warned, this is not a movie that Kurosawa should be judged by.",positive
"Kids - of whatever age - do not want to know about their parents' sex lives. And grown-up children are often seriously baffled and disconcerted by any evidence that aging parents possess an active libido. Lastly, many moviegoers are very uncomfortable watching a dowdy, frumpy widow who would pass unnoticed almost anywhere discover her aching capacity and need for raw passion with a handsome man half her age.""The Mother"" is a provocative look at a scarcely filmed reality - a woman who isn't ready to stay home, watch ""the telly,"" and vegetate after her husband of nearly three decades, and a controlling, dominating chap at that, packs it in with a massive heart attack.May (Anne Reid) and her husband have two children, each dysfunctional in his or her own way. The male son lives with a beautiful wife who may well be driving him to the Bankruptcy Court with her extravagant commercial venture. Paula (Cathryn Bradshaw), is a teacher with aspirations of succeeding as a writer. She's attractive, not pretty, and she seems to have a close relationship with mum - at first.Back at her house after burying her husband, May determines to not stay there. Rejecting typical widowhood with its legacy of boring days and no adventure, she goes to stay with Paula who has a young son. Paula's boyfriend, Darren (Daniel Craig), is a ruggedly handsome contractor who seems to be taking an awfully long time to complete an addition to May's son's house. May is quite taken with hard-drinking, coke-sniffing Darren whose treatment of Paula ought to have alerted May that he was, for sure, a Fellow of the Royal Academy of Cads.What follows is a torrid affair between Darren and the besotted and now bubblingly alive (dare I say reborn?) widow. The love scenes are graphic but take second place to amateur artist May's pen and ink sketches of their trysts which then play a role in the enfolding drama (or debacle, take your pick).The theater in Manhattan was packed for today's early afternoon showing with well over half the audience in the range of May's age. That some were shocked or disturbed to see her disporting herself with erotic abandon in the arms of a much younger man is an understatement. This blindingly honest look at an older woman's awakened passion after decades of dutifully obeying her husband's desire that she stay at home and raise kids (she also mentions he didn't like her to have friends-what a guy) surfaces a number of issues. While May's dalliance with Darren doesn't constitute incest, there are real psychological dimensions, and issues, with a mother bedding her daughter's lover. And Paula isn't made of the stoutest stuff to begin with. The affair, once disclosed, allows the peeling open of the mother-daughter relationship which, from Paula's viewpoint, left something to be desired. Ms. Bradshaw is excellent in the role of a daughter who wants her mother's support as well as her love-she hasn't been dealt a terrible hand by life but it isn't a bed of roses either.May is strong in her resolve to both acknowledge her sexuality and expect, indeed demand, a future of happiness. But she is also inescapably vulnerable. She's fishing in uncharted emotional waters. Who controls her relationship with Darren and why are difficult issues for her to understand, much less resolve. In her sixties, she's still a work in progress.""Something's Gotta Give"" recently showcased mature sexuality but in an amusingly antiseptic way assuring no viewer would be discomfited. After all it's Jack Nicholson and the always beautiful Diane Keaton cavorting in the world of the rich. And to insure that no serious psycho-social issues were explored, Keaton's young girlfriend, Amanda Peet, daughter of Keaton, not only blesses the match but insures that the audience knows she and her old(er) would-be lover never hopped into the sack.No easy out here. Anne Reid's inspired performance forces discomfort on some while drawing respect from others. Her naked body bursts with sexuality for some and appears absurd as an object of physical attraction to others (the comments of audience members leaving today reflected all these views).Kudos to director Roger Michell for tackling a fascinating story with verve and empathy.9/10.",positive
"The two things are are good about this film are it's two unknown celebrities.First, Daphne Zuniga, in her first appearance in a film, young and supple, with looks that still encompass her body today, steals the very beginning, which is all she is in, and that is that. She is obviously just starting out because her acting improved with her next projects.Second, the score by then known composer Christopher(Chris) Young is what keeps this stinker from getting a one star...yeah, I know one star more is not much, but in this movie's case, it is a lot.The rest is just stupid senseless horror of a couple a college students who try to clean out a dorm that is due for being torn down, getting offed one by one by an unsuspecting killer, blah, blah, blah...we all know where this is going.Watch the first eighteen minutes with Daphne Zuniga, then turn it off.",negative
"Ernst Marischka, one of the most respected Austrian directors of that time, made films full of beautiful scenes, delicate love and with respect to all that is precious in life. Nowadays, if people should hear about him, they associate the name of Marischka with SISSI trilogy (1955,1956,1957). However, he made other excellent films like DAS DREIMADERLHAUS (1958), EMBEZZLED HEAVEN (1958) and definitely this one, MADCHENJAHRE EINER KONIGIN showing the young years of queen Victoria. Although it deals with a slightly different theme than SISSI films, I do not see many differences between this movie and SISSI. They are strikingly similar.The movie is almost identical. The style, the music, the photography. In fact, the crew are almost the same. Anton Profes, Bruno Mondi!The cast... Romy Schneider's one of the first main roles. It was a lovely introduction to her role of Sissi since this film was made one year before the first part of the trilogy about the Austrian empress. It is also a film where Romy plays with her mother, Magda Schneider. But Ernst Marischka was not the first director who cast Romy to play with her mum. Romy's debut, WENN DER WEISSE FLIEDER WIEDER BLUHN (1953) was her performance with her mother, too. Therefore, there were some voices that Romy began her Austrian career on the bases of her mother's fame. Indeed, there is some truth in it.Again, like in SISSI, this film shows love very gently. Victoria meets Prince Albert in a little inn in Dover. Their sympathy is based on pure exaltation in dance and gentle smiles. And now...? What would it be showed like? Only sex... But is it the only thing love is based on?I am grateful to Ernst Marischka for these movies. They had a soul and a message. Some people may call them kitschy, but I will never give up admiring these films. They are IMPRESSIVE!!! UNFORTUNATELY, HIGHLY UNDERRATED!",positive
"Actually one particular person/character isn't ""right there"", but my summary line is referring to the power of the movie. And this is all achieved without any fancy camera moves and/or big production sets, but with a great story and very (believable) and good actors conveying the story (arc).You could call it a companion piece to great japan movies/cinema (such as Tokyo Story etc.), not so much story-wise of course, but more mood-wise! Great acting, nuances in the performances that are truly gems. If you're eager to experience a touching story and want to see a movie touching you emotionally, than this is the one to go. As you have noticed (as with many of my reviews), I'm not getting into the story. There are places here at IMDb where you can look those up, I'm not one to spoiler the story whatsoever!",positive
"Wow, this was a very bad movie... as read in other comments this movie has no plot, no character development, they possibly had some kind of script but it's difficult to tell based on the actual end result.The editing of this movie was really non-existent, it tends to jump from scene to scene without any connection or anything to assist the viewer in determining what is actually happening.All in all this is simply a low budget zombie flick that was not thought out at all, has bad acting, bad dialogue, bad everything.The only thing that saves this movie from a 1 or 2 is the gore factor, I think this must be where they spent whatever money they had to try to justify making this.Unless you are (like me) dedicated to finding and watching all the zombie flicks you can find, do not watch this. Period.",negative
"You've gotta hand it to Steven Seagal: whatever his other faults may be, he does have good taste in women. If you pick a Seagal movie, chances are there will be one or more very beautiful women in it. And usually, they do not function as mere eye candy; they get involved in the action and fight, shoot guns, kill with knives, etc. ""Flight of Fury"" offers the duo of Ciera Payton (who has a very sexy face, with luscious lips to match Angelina Jolie's) and Katie Jones, and finds time to get them involved in both a catfight AND a little lesbian fondling! And if it seems like I'm spending a little too much time talking about them, it's because the rest of the movie, although passable, is so unexciting that it's hard to find much else to talk about. Ironically, the weakest aspect is probably Seagal himself, who looks as if he can't even be bothered to try to pretend to care. This being a military-type actioner, there is very little fighting in it, and he doesn't fit into his role (a stealth fighter pilot, ""the best in the world"", of course) very well, which may explain his almost offensive sleepwalking. (*1/2)",negative
"Every scene was put together perfectly.This movie had a wonderful cast and crew. I mean, how can you have a bad movie with Robert Downey Jr. in it,none have and ever will exist. He has the ability to brighten up any movie with his amazing talent.This movie was perfect! I saw this movie sitting all alone on a movie shelf in ""Blockbuster"" and like it was calling out to me,I couldn't resist picking it up and bringing it home with me. You can call me a sappy romantic, but this movie just touched my heart, not to mention made me laugh with pleasure at the same time. Even though it made me cry,I admit, at the end, the whole movie just brightened up my outlook on life thereafter.I suggested to my horror, action, and pure humor movie buff of a brother,who absolutely adored this movie. This is a movie with a good sense of feeling.It could make you laugh out loud, touch your heart, make you fall in love,and enjoy your life.Every time you purposefully walk past this movie, just be aware that you are consciously making the choice to live and feel this inspiring movie.Who knows? What if it could really happen to you?, and keep your mind open to the mystical wonders of life.",positive
"It was once suggested by Pauline Kael, never a fan, that Cassavetes thought not like a director, but like an actor. What Kael meant was his supposed lack of sophistication as a filmmaker; to take that comparison further, to me, it never feels like Cassavetes is directing himself in a film, it feels like Cassavetes implanting himself inside his own creation, like Orson Welles. Cassavetes is just as much of a genius as Welles, but far more important as a true artist (as opposed to a technician or rhetorician). This is like a cross between Italian passion (though Cassavetes was actually Greek) and Scandinavian introversion. Never before have inner demons been so exposed physically.It's about the mystery of becoming, performing, and acting. Like a haunted Skip James record, it's got the echoes of ghosts all around. Rowlands' breakdowns, which are stupefying and almost operatic, surprising coming from Cassavetes, are accompanied by a jumpy, unsettling piano. Who is this dead girl? The metaphysical possibilities are endless, and it's amazing to find this kind of thing in a Cassavetes film, just the overt display of intelligence (there is also a brief bit of voice-over at the beginning). But then, he always was intelligent, he just never flapped it around for easy praise. This is not ""Adaptation""; here, the blending of reality and fiction and drama is not to show cleverness but to show the inner turmoil and confusion it creates.There's so much going on. The pure, joyous love when Rowlands greets her doorman; the horror when she beats herself up... The scene where the girl talks about how she devoted her life to art and to music is one of the most effective demonstrations of understanding what it means to be a fan of someone. You can see some roots of this in ""A Star Is Born,"" and Almodovar borrowed from it for ""All About My Mother."" I think the ending is a little bit of a disappointment because of the laughing fits, but the preparation leading up to it is almost sickening. (You can shoot me, but I think the alcoholism, despite its urgency in many of the scenes, is a relatively small point about the film.)It's a living, breathing thing, and it feels like a process: it could go any direction at any time. Like ""Taste of Cherry,"" we are reminded that ""you must never forget this is only a play."" Yet it is dangerous: when Rowlands says that line, is it great drama? How will the audience take it? Is she being reflexive or does she just not care? Her (character's) breakdowns are incorporated into the performances, and ultimately the film, in such a way that it's like witnessing a female James Dean. 10/10",positive
"The Finnish version of Robert Altman's ""Short Cuts"", set in the small rural town of Äänekoski. The episodes present a kaleidoscope of the eternal events, problems and emotions of human life: joy and love, deception and disillusionment, hopelessness and death. I was particularly impressed by two episodes. The first is the story of the young waitress, who tries to stir up a romance for his co-workers: she radiates an overwhelming joy of love and life. The other episode presents and old man dying in a hospital and his wife trying to help him die with dignity. Particularly striking is the way the old couple have to fight their way against the humiliating practices of the hospital and their loneliness contrasted with the ""routines"" of the hospital crew (despite the signs of occasional empathy). Compared with Altman's classic, this movie is perhaps less professional, but it is definitely a great piece of art.",positive
"After seeing all the Jesse James, Quantrill, jayhawkers,etc films in the fifties, it is quite a thrill to see this film with a new perspective by director Ang Lee. The scene of the attack of Lawrence, Kansas is awesome. The romantic relationship between Jewel and Toby Mcguire turns out to be one of the best parts and Jonathan Rhys-Meyers is outstanding as the bad guy. All the time this film makes you feel the horror of war, and the desperate situation of the main characters who do not know if they are going to survive the next hours. Definitely worth seeing.",positive
"Kate Beckinsale is as good if not better than Gwyneth Paltrow as Emma in this movie, although I really liked Gwyneth Paltrow in the other Emma version. They're both good in different ways. Kate Beckinsale as Emma seems more interesting, almost, though. And I liked the woman who played Harriet Smith in this movie better, too...she was more believably sweet and sentimental. There are certain things I like better about the Gwyneth Paltrow version, though, like how the humorous side is more apparent.",positive
"""The Last Hard Men"" is a typical western for the 70's. Most of them seem to be inspired by Sam Peckinpah. Also this one, but Director Andrew McLaglan is a John Ford Pupil and this can be obviously shown in many scenes. IMO the beginning is very good. In a certain way McLaglan wanted to show the audience a travel from the civilization to the wilderness. In the third part there are some illogical flaws and I complain a bit about Charlton Heston. He has to play an old ex-lawman named Sam Burgade but he is in a fantastic physical shape. I never got the feeling that he really has problems to climb on a horse or on a rock. For me he didn't looks very motivated as he usual do in most of his epic movies. Same goes to the beautiful Barbara Hershey who is playing the sheriff's daughter. Maybe both had troubles with the director or were unhappy with their roles. Hershey and Coburn are not showing their best but they are still good. If the scriptwriter had John Wayne in their mind as Sam Burgade? Also Michael Parks as modern sheriff is a bit underused in his role. On the other Hand there is James Coburn as outlaw Zach Provo. Coburn is a really great villain in this one. He is portraying the bad guy between maniac hate and cleverness. His role and his acting is the best of the movie.Landscapes and Shootouts are terrific. The shootings scenes are bloody and the violence looks realistic. Zach Provo and his gang had some gory and violent scenes. What I miss is the typical western action in the middle of the movie. I would have appreciated a bank robbery or something similar. Overall it's an entertaining western flick. Not a great movie but above the average because of a great Coburn, a very good beginning and some gory and violent scenes.",positive
"Just a regular Jason lee movie, There were some parts of the movie that were funny. The undertone of the move is to live life on the edge I guess. These are the types of movies that I think 14 year old girls watch at slumber parties. It was an all right movie. It is kind of one of those movies you have on in the back ground and look up every now and then to when something catches attention. I think That Julia stiles and Selma Blair are a good combination and would like to see them in a movie with a good story and plot. Its just kind of a boy meets girl movie. This is that perfect movie they would show on comedy Central. I am glad that I didn't see this movie in the theater, I would have been angry. But I guess that's why I didn't see it in the theater.",negative
"My wife and I just finished watching Bûsu AKA The Booth. She fell asleep during some parts of the movie. I really wish I had taken a snooze with her, but the unfortunate fact is that the main character's voice is so loud and grating that it was impossible for me to sleep. When our protagonist speaks, it makes me want to hear Regis Philbin and William Shatner sing karaoke. He also has no redeeming qualities. I was hoping he'd get hit by a bus five minutes into the film.Don't get me wrong, I love Asian horror cinema, but The Booth is extremely irritating and full of scenes that really make no damned sense at all. If you want some good Asian cinema, check out A Tale of Two Sisters or Into The Mirror. Avoid The Booth like the plague, especially if you suffer from frequent migraines.",negative
"-SPOILES- Lame south of the border adventure movie that has something to do with the blackmail of a big cooperate executive Rosenlski the president of Unasco Inc. by on the lamb beachcomber David Ziegler who's living the life of Reilly, or Ziegler, in his beach house in Cancun Mexico.Having this CD, that he gave to his brother James, that has three years of phone conversations between Rosenlski and the President of the United States involved in criminal deals. This CD has given David an edge over the international mobsters who are after him. The fact that James get's a little greedy by trying to shake down Rosenlski for 2 million in diamonds not only cost him his life but put David in danger of losing his as well. Ropsenlski want's to negotiate with David for the CD by getting his ex-wife Liz to talk to him about giving it up, Rosnelski made a deal to pay off her debts if she comes through. David is later killed by Rosenliski's Mexican hit-man Tony, with the help of a great white shark, who just doesn't go for all this peaceful dealings on his boss' part. Tony had taken the CD that Liz left for his boss at a local hotel safe and now want's to murder James, like he did David, and at the same time keep the CD to have something over Rosenlski.David who had secretly hidden the diamonds that James had on him at the time of his murder is now the target of Tony and his men to shut him up for good. David also wants to take the diamonds and at the same time give his boss Rosenlski the impression that the CD that David had is lost but use it later, without Rosenlski knowing who's behind it,to blackmail him. The movie ""Night of the Sharks"" has a number of shark attacks in it with this huge one-eyed white shark who ends up taking out about a half dozen of the cast members including Tony. David who's a firm believer in gun-control uses knives high explosives and Molotov cocktails, as well as his fists, to take out the entire Tony crew. Even the killer shark is finished off by Tony but with a hunting knife, not a gun. When it came to using firearms to save his friend and sidekick Paco a girlfriend Juanita and his priest Father Mattia lives from Tony and his gang guns were a no-no with David; he was more of a knife and spear man then anything else. The ending of the movie was about as predictable as you can make it with David thought to be killed by the one-eyed shark later pops up out of the crowd,after Rosenlski was convinced that he's dead and leaves the village. David continues his life as a free living and loving beachcomber with no one looking to kill him and about two million dollars richer. to David's credit he had his friend Paco give Rosenski back his CD but under the conditions that if anything happened to him his cousin, who Rosenlski doesn't know who and where he is, will shoot his big mouth off and let the whole world know about his dirty and criminal dealings.",negative
"This was a delightful presentation. Hemo (blood) as a Greek god was so well played by the animation with vanity, arrogance, snobbish superiority and innocent wonder. The quote (or scene) I recall vividly is when Hemo tires of ""all this plumbing ... you haven't learned my secrets at all"" and threatens to storm out, the Scientist answers him in a single word ""Thalassa"" -- salt water which horrifies the Fiction Writer but mollifies Hemo and segues so neatly into the chemical aspects of blood. Such a splendid blend of entertainment and information make this a classic as fresh and engrossing today as the day it was released. Stimulating the interest and imagination is fundamental to teaching kids to love learning.",positive
"It's a tale that could have taken place anywhere really, given the right circumstances. Street entertainer catching the attention of famous opera star and friendship ensuing. The aging entertainer finds/buys a male child to pass his art to. From there, we follow them through the rigors of their challenging, but free life along the river. Traveling town to town, he performs and has some degree of notoriety. Despite the times and the influences, the man is kind and good.Overall, the performances are first rate, especially Xu Zhu, who portrays the street performer. The child (Renying Zhou) is beautiful, and downright strong, and withstands the overt prejudices well. The two protagonists, along with supporting help from the kind opera singer, Master Liang (an interestingly androgynous Zhao Zhigang), paint a very interesting tale of forgiveness, sadness and love. Some have mentioned this film's remote similarities to BA WANG BIE JI (FAREWELL MY CONCUBINE); yet this film can't stand easily on its own, any resemblance is remote at best.My only qualm with the KING OF MASKS, is the ending. It was weak, cliche and about as subtle as a sledgehammer. The audience was already wrapped up in the story, what was the needless manipulation for? What a shame. To bring a fine motion picture that far, only to surrender to emotional (and corny) pathos like that. It frankly made this film good, instead of the classic, it should've been. That aside, the KING OF MASKS is still very well worth your time. I was happy to see the Shaw Brothers are still producing good films. Highly recommended.",positive
"I saw this recently on a faded old VHS tape, and remembered it dimly. Looking at it now, it seems charming.When it was first released, it was recognized by pretty much everyone as a spoof of coming out as a gay teenager. To hammer the point home, the mother is seen reading a paperback copy of ""1 Teenager In 10"", the most popular coming out book of the time. David Warner hams it up as the persecuting vampire hunter [= gay-hating evangelist], who is of course a self-loathing closet case. The list of sight gags and in-jokes that were included to make sure nobody missed the point would be too long to go into. The producers were having some good-natured fun, and hoping, no doubt, to lighten-up as well as to enlighten.But I have no clue how a teenage audience would look at this film, nowadays. In some places, where there is education and culture, the terrifying ordeals that gay teens had to go through are a thing of the past. But I'm sure there are plenty of dark, nasty corners of our continent where it's just as bad as it always was.",negative
"This film is the freshman effort of Stephanie Beaton and her new production company. While it suffers from a few problems, as every low budget production does, it is a good start for Ms. Beaton and her company.The story is not terribly new having been done in films like The Burning and every Friday the 13th since part 2. But, the performances are heartfelt. So many big budget movies just have the actors going through the motions, its always nice to see actors really trying to hone their craft.The story deals with the murder(and possible return) of a disfigured classmate. The others are sworn to secrecy, but the trauma of the event sends each person in different directions in their lifes. Ten years later, the friends are murdered one by one by a gruesome stalker known as ""The Bagman"". Who will survive? You have to watch.If you are Roger Ebert or any number of arrogant critics, you probably shouldn't bother. But if your taste run more towards Joe Bob Briggs and you want to see a group of people honing their craft, then check out ""The Bagman"".",negative
"There are many problems with Mystery Men. First of all there are too many different characters for all of them to be given complex or even interesting personalities. The special effects detract from the story and are not really that special. Paul Reubens is wasted in a pathetic, juvenile role as a character who merely farts and speaks in an inaudible accent.Now onto the decent parts. William H Macy, three heavenly words, and his performance as the shoveler is pitch perfect. The sphinx is an exceptionally funny character who is only mysterious and merely spouts out the traditional mystical proverbs. Ben Stiller is very amusing as well, showing a weak character trying to make it into the big leagues of superheroes. All of the characters do, and that is an area which I found particuarly ironic. That is because all of the actors are Indie film actors trying to make it into the big leagues of Hollywood.To be honest, the reason I thought it failed at the box-office is that America doesn't get irony.All in all I loved the film, but I feel it would have worked better if more effort was put into tweaking the script rather than having unneccesary CGI landscapes and effects.",positive
"Love Trap is not a short, it's quite obviously a full length feature film with a running time of 105 minutes.While I'm writing this, I might as well talk a bit more about Love Trap. I'm frequently asked what makes Love Trap different... this is how I respond to that question: 1) It introduces characters - one in particular - that have never been seen before in film, period.2) It reveals more truth about love, and delves more deeply into the very concept of love, than any other U.S. film ever made, in my humble opinion.3) Structurally, as in the way the story is told, it is unlike any love story you've ever seen.4) It offers extremely timely insights on various cultural issues, both within and outside the Black community.Over time, people will come to see Love Trap as about as wholly an original work as possible in this era, delightfully refreshing, authentic and honest. It is a rare morality play full of food for thought.Please visit www.lovetrapmovie.com for complete and accurate info about this film.",positive
"Really, I think this movie is more an example of an easy target than a truly bad film. In fact, the movie is done very well in many respects and is very entertaining.Yes, the script is a little convoluted, but that's the genre. The film has a noirish atmosphere centered around a femme fatale. Just like all the old noir classics, this, too, has a screenplay that twists you around so that you don't always know how to make sense of it at first, and it can be a stretch if you think too deeply and try to put all of the pieces together. That's the genre. In general, the script has enough surprises and turns to keep the viewer guessing and, in turn, surprised, without abandoning the viewer.Sharon Stone is also an easy target. The truth is she looks great and she speaks her double-entendre laden dialog in such a way as to zhuzh it up into something mysterious, sexy and fun.The direction is more than passable, because let's face it--you have to keep an audience interested in the ""did she or didn't she?"" question for two hours. In addition to a twisty script and a fun performance by Stone, this is done effectively through the direction by the creation of a noirish atmosphere that is both dark and very stark and modern at the same time, with straight industrial lines to go along with Stone's sexy curves. The frame is always beautiful--press pause anywhere and there is something interesting to the eye.The film also effectively builds on things that were gimmicks in the first film and turns them into something a little more real, particularly the sex. ""Katherine Tramell is bisexual...how shocking!"" becomes treated more matter-of-factly here, and typically, the sexuality of the film is used to better effect. It is still titillating, but not done so readily for shock value and buzz as done in the first. I won't say that it isn't still somewhat of a gimmick because, let's face it, this film is supposed to be fun.And a fun film it is. It may be an easy target, but if you watch it for what it is: a noirish, femme-fatale driven, twisty, sexy, did-she-or-didn't-she who-dunnit, you're bound to enjoy it (no pun intended).",positive
"Watched this on DVD in original language with English subs. Either the subtitling was very poor or the actual dialog doesn't make much of story and give any character development. There are quite a few HK stars in this but the movie doesn't need their presence to make it better or worse. It's just bad. The bright and colorful scenes done in CG are attractive for the sheer colors and brilliance but it can get overwhelming before long. If anything this makes me think of a child's movie with its nonstop barrage of cg, fight scenes, and crap plot. I'm certain I grasped what took place in the film but the whole delivery of the story was rather lousy.",negative
"When I first heard about the title, I thought of 'The Simpsons', just like so many other reviewers, but when I saw the cast, I was completely stunned, that so many great character-actors would actually be in this! First of all, we have Christopher Walken (Deer Hunter, Pulp Fiction), who plays the title character, McBain. He is rescued from a Vietnam POW-camp by some of his buddies, one of which is Santos (Chick Vennera, Yanks), who splits a HUNDRED DOLLAR BILL with McBain (Vietnam soldiers are loaded with cash apparently), and tells him that he can re-do the favor to him, if he ever gets into trouble.Then, 18 years later, Santos and his sister Christina (Maria Conchita Alonso, The Running Man, Predator 2) join the rebels in Colombia trying to get rid of their evil dictator, El Presidente (Victor Argo, Taxi Driver, King of New York), and when Santos fails the mission, Christina goes to McBain for help.McBain then asks his good ol' Vietnam buddies to help him. First there's the token tough black guy, Eastland, played by ""American Ninja""'s Steve James, who was also in director James Glickenhaus' previous movie, ""The Exterminator"", where the exterminator's real name also was Eastland, coincidence? I think not. There is also a lot of other references to The Exterminator, among other things, the most notable one being that McBain himself wears a welders-mask when Christina sees him for the first time, when he is working on a welding-job on top of a bridge! The other guys in the Vietnam-pack are: The rich guy who can afford all sorts of equipment for the team, Frank Bruce (Michael Ironside, Total Recall, Starship Troopers), and then there's the doc, Dalton, (played by Jay Patterson, who doesn't look like the guy the IMDb is linking to, and I haven't seen him in other movies, so who knows), and last but not least, there's the cop, Gill, who has had enough of his unsatisfying job, he's played by Thomas G. Waites, who some of us might remember from The Warriors and The Thing.And in other big roles, we find Luis Guzmán (Boogie Nights, Carlito's Way), as a small-time drug-dealer who can't get a decent job. Also, there is Dick Boccelli as the drug-dealing kingpin who gets hung up in a crane on top of a roof by the McBain-gang, almost Exactly in the same way he got hung up over a meat-grinder by John Eastland in the EXTERMINATOR-movie! Now, I haven't seen Glickenhaus' ""Shakedown/Blue Jean Cop"" yet, but I'm almost ready to bet half a hundred-dollar bill that Boccelli gets hung up in that movie too! Well, back to the plot of this movie.. they go off to Colombia and saves the day, yay! But who cares about the plot anyway, the cast is great, and the action-scenes are very well done, and you're never bored while watching this movie! Highly recommended to all action-lovers!",positive
"Let me start off by saying that this doesn't seem or feel like a movie. It seems like just another TV show about popular girls and boys with no real film language top back it up.The camera angles are so straight forward that the story is told the simplest way possible never making the public connect with it. This film takes us to where no movie I've seen has done before: to a realm where the Film Theater becomes a warm medium giving the public every element of interpretation. Too obvious. The large movie screen is only used as an enlarged TV from where we can see every attribute of these women in a larger than life manner.Lately it seems that young directors are compromising the Art of film making for sales. This is very scary. The industry is spoiling the art in movies. We must educate ourselves and our children about what cinematography and its language are really about. Not just sales and entertainment, but a way to communicate feelings, passions and even culture. Not as a launching platform for young divas and jocks.",negative
"the only thing that frequently pops into my head while i'm writing this review is,i'll never get that hour and a half back!!! to indicate that i'm not just blowing air, i'll compare the movie to the other movies of the cube trilogy(cube and hypercube)!cube wasn't great but it was original and that made up for some technical flaws!hypercube as a sequel lost the advantage of originality but it came out looking pretty sharp and i even liked it beter than cube(the story was better)! but cube zero in comparison to it's predecessors really isn't worth sh*t!a complete lack of good fx, a very f*ck*d up script and just plain old bad acting don't combine well! example:all of the time during the movie i was thinking it would be incredibly stupid if ... should happen and then it would happen, so it's not very original neither! my advice: don't lose that hour and a half i lost!!!!!!!! oh and i hope this movie crashes and burns!!!!!!!",negative
"The last reviewer was very generous. I quiet like the first movie, but can't say I enjoy this one very much. The beginning is bearable, but it goes downhill pretty quickly. I just don't see Jon Bon Jovi as a ""bad-ass vampire hunter"" and the vampire princess is neither sexy nor scary. A lot of the scenes just do not make sense. I mean any normal person would suspect something is up when a strange woman suddenly appearing out of nowhere to seduce you, let alone an experienced hunter. Why Una is able to communicate with Jovi? Nothing was ever explain in this movie, you wouldn't mind if it was entertaining, but that was too much to ask. This has to be one of worst vampire movie I have seen.",negative
"I am a big fan of cinema verite and saw this movie because I heard how interesting it was. I can honestly say it was very interesting indeed. The two lead actors are awesome, the film isn't ever boring, and the concept behind it (though obviously inspired by the Columbine killings and the home movies of the killers) is really interesting. There are some weaknesses, such as the final 20 minutes which really detracts from the realism seen in the first hour or so and the ending really doesn't make any sense at all. The shaky camera sometimes can be a distraction, but in cinema verite that is a given. But I still think the movie is very well done and the director Ben Coccio deserves some credit.",positive
"The message of this movie is ""personality is more important than beauty"". Jeanine Garofalo is supposed to be the ""ugly duckling"", but the funny thing is that she's not at all ugly (actually she's a lot more attractive than Uma Thurman, the friend who looks like a model).Now, would this movie work if the ""ugly duckling"" was really unattractive? When will Hollywood stop with this hypocrisy?In my opinion, despite the message that it wants to convey, this movie is simply ridiculous.",negative
"I have to say that the events of 9/11 didn't hit me until I saw this documentary. It took me a year to come to grips with the devastation. I was the one who was changing the station on the radio and channel on TV if there was any talk about the towers. I was sick of hearing about it. When this was aired on TV a year and a day later, I was bawling my eyes out. It was the first time I had cried since the attack. I highly recommend this documentary. I am watching it now on TV, 5 years later, and I am still crying over the tragedies. The fact that this contains one of the only video shots of the first plane hitting the tower is amazing. It was an accident, and look where it got them. These two brothers make me want to have been there to help.",positive
"It's nothing brilliant, groundbreaking or innovative, but 'Dog Days' is for some reason an extremely fascinating character study. It's like CRASH tripping on a bad dose of heroin, but not really. It's an Austrian film following the lives of several depressed, deranged and annoying people and their abusive relationships with each other. It's disturbing, yet very well-acted and it's interesting to watch the crazy little things these characters do. Certainly not for the weak-hearted, this highly pessimistic film offers no conclusion or revelation at the end, we just see the lives of these sordid individuals over the course of two days. Grade: B",positive
"This was a very brief episode that appeared in one of the ""Night Gallery"" show back in 1971. The episode starred Sue Lyon (of Lolita movie fame) and Joseph Campanella who play a baby sitter and a vampire, respectively. The vampire hires a baby sitter to watch his child (which appears to be some kind of werewolf or monster) while he goes out at night for blood. The baby sitter is totally oblivious to the vampire's appearance when she first sees him and only starts to put two and two together when she notices that he has no reflection in the mirror, has an odd collection of books in the library on the occult, and hears strange noises while the vampire goes to talk to the child. She realizes that the man who hired her may not be what she thought he was originally. She bolts out the door, the vampire comes out looking puzzled and the episode is over. I don't know what purpose it was to make such an abbreviated episode that lasted just 5 minutes. They should just have expanded the earlier episode by those same 5 minutes and skipped this one. A total wasted effort.",negative
"This is a very sad movie. Really. Nothing happens in this movie. The Script is bad!!! I guess they've just copy-paste the first 15 pages to 90 pages. The Producers must have thought let's create a Hollywood movie here in Belgium. They didn't succeed. Now in the third week it is only running in Antwerp and Brussels at 22h45 or something. In the past we have had really good movies in Belgium, like Daens. Shades is a waste of your time. Maybe you could sneak in the theater after you've seen a real movie. If you've seen 10 minutes of Shades, you've seen it all. It was advertised to death on local radio and TV. I hope it will disappear in the Shades soon.",negative
